age,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,gender_F,gender_M,residence_D,residence_H,location_R,location_U,TARGET_PREDICTION_PERCENT
24,0,1,5,1,0,4,4,2,1,1,0,3,1,4,3,82,88,75,False,True,True,False,True,False,99
21,0,1,0,2,1,3,3,5,4,1,1,0,0,4,5,80,92,92,False,True,True,False,False,True,90
17,0,0,6,0,1,5,5,3,0,0,0,1,1,1,2,79,75,86,False,True,False,True,True,False,80
22,1,1,8,0,1,3,5,4,4,1,1,0,0,5,5,80,75,80,False,True,False,True,True,False,85
20,0,1,7,0,0,4,3,4,5,0,0,1,0,4,5,93,90,65,False,True,False,True,False,True,83
17,1,1,3,0,1,3,2,3,3,1,1,2,0,5,4,96,86,54,False,True,True,False,False,True,75
19,1,1,2,0,1,1,4,5,5,1,0,2,0,4,5,81,80,95,False,True,True,False,False,True,75
19,0,1,2,0,1,1,4,3,4,1,0,0,0,5,4,88,73,56,True,False,True,False,False,True,72
21,1,1,5,2,0,3,3,5,3,1,0,0,1,5,5,97,81,96,True,False,True,False,False,True,89
19,1,1,7,0,0,3,4,3,3,0,0,1,0,5,4,82,77,81,True,False,False,True,False,True,76
21,1,1,3,1,0,5,3,5,4,1,0,3,1,6,2,90,89,90,False,True,False,True,False,True,90
21,1,1,6,1,1,4,4,4,4,0,1,2,1,5,4,88,92,76,False,True,True,False,False,True,81
20,0,0,6,0,0,5,4,5,4,0,0,2,0,5,5,99,87,55,False,True,True,False,True,False,94
24,1,1,5,1,1,1,3,3,1,1,0,2,1,5,2,77,83,68,True,False,False,True,True,False,74
20,1,1,6,1,1,3,5,3,1,1,0,0,0,4,2,53,62,62,False,True,False,True,True,False,59
20,1,1,3,1,0,3,4,2,1,0,0,0,0,6,5,94,71,59,False,True,False,True,False,True,60
20,1,1,6,1,1,2,4,3,1,1,0,1,1,4,4,88,85,79,True,False,False,True,True,False,99
20,1,1,3,0,0,3,3,4,4,1,0,1,1,4,4,86,93,89,False,True,False,True,False,True,89
21,1,1,3,0,1,2,4,3,2,1,1,0,0,6,4,52,62,59,False,True,False,True,True,False,60
20,0,1,7,0,1,3,4,3,3,1,0,0,1,4,4,98,65,96,True,False,True,False,True,False,93
20,0,1,1,0,1,4,2,4,3,1,1,0,0,3,4,82,85,83,True,False,False,True,True,False,90
18,0,1,2,1,1,3,3,5,4,1,0,1,0,3,3,94,94,85,False,True,False,True,False,True,91
21,1,1,5,0,0,3,4,4,4,1,0,1,0,6,5,86,84,87,True,False,True,False,False,True,85
15,1,1,2,0,0,5,5,4,2,1,1,3,0,3,4,79,90,87,True,False,True,False,True,False,81
20,0,1,2,1,0,3,5,3,1,1,0,1,0,6,4,76,70,68,True,False,True,False,False,True,71
20,0,0,8,1,0,1,4,3,5,0,1,3,0,4,4,69,68,71,True,False,True,False,False,True,73
20,1,0,1,1,1,3,5,3,2,1,0,0,1,4,5,96,97,95,False,True,True,False,False,True,94
15,1,1,3,1,1,3,5,3,4,1,1,1,1,4,4,34,82,95,True,False,False,True,True,False,75
18,1,0,3,0,0,2,5,1,3,0,0,3,1,3,4,62,75,64,False,True,False,True,True,False,70
30,1,1,6,1,1,4,4,4,0,1,0,1,0,13,4,80,88,69,True,False,False,True,True,False,79
24,0,0,5,1,1,5,4,5,4,1,1,0,0,4,4,85,88,82,False,True,True,False,True,False,88
19,0,1,3,0,1,4,4,5,4,1,0,0,1,4,5,90,89,92,True,False,True,False,False,True,93
19,1,1,4,0,1,3,4,3,3,1,0,1,0,3,3,80,83,75,False,True,False,True,True,False,75
22,0,0,1,0,0,4,4,5,5,1,0,0,1,4,3,56,71,90,False,True,True,False,True,False,62
24,1,1,4,1,1,2,3,3,3,0,1,0,1,5,4,71,67,80,True,False,False,True,False,True,84
21,1,1,4,1,1,3,4,3,3,1,0,1,0,3,5,88,88,65,True,False,True,False,False,True,80
18,1,1,4,0,1,3,5,4,4,1,1,0,0,3,5,98,97,96,False,True,False,True,False,True,94
16,0,1,1,1,1,5,4,4,3,1,1,1,1,5,3,89,87,88,False,True,False,True,True,False,85
23,0,1,3,1,1,3,4,5,2,1,1,2,0,4,2,78,92,89,True,False,True,False,True,False,86
20,0,1,1,0,0,2,3,3,3,1,0,1,0,3,4,83,83,68,False,True,True,False,False,True,85
22,0,1,2,0,1,4,5,5,5,1,0,0,0,4,5,77,72,72,False,True,True,False,False,True,75
16,1,0,2,0,1,3,4,4,4,1,1,2,0,4,2,97,72,56,True,False,False,True,True,False,98
23,1,1,3,0,1,3,2,3,2,1,1,0,1,3,2,86,89,77,True,False,False,True,False,True,92
21,1,1,5,0,0,3,5,1,2,1,1,1,0,4,5,69,72,69,False,True,False,True,True,False,70
23,0,1,9,1,0,2,4,3,1,1,0,1,0,3,3,75,82,68,False,True,True,False,True,False,92
23,1,1,2,0,1,3,5,4,3,1,0,0,1,4,4,80,81,66,False,True,False,True,False,True,78
21,0,1,3,0,0,2,4,2,2,1,0,0,0,4,5,76,76,75,False,True,True,False,False,True,76
20,0,1,1,1,0,3,4,3,3,0,0,1,0,4,5,78,70,84,False,True,False,True,False,True,69
22,1,1,8,0,1,4,2,5,4,1,1,0,0,3,5,99,99,97,False,True,False,True,False,True,95
22,0,0,7,1,0,1,1,0,1,0,1,3,0,6,1,72,72,75,True,False,True,False,True,False,77
15,0,1,2,0,1,4,2,4,3,1,1,2,0,3,4,34,39,45,True,False,False,True,True,False,44
16,1,1,3,1,0,2,3,4,3,1,0,2,1,4,5,85,93,90,True,False,True,False,True,False,88
21,1,1,4,0,0,3,5,3,3,1,1,0,1,4,3,86,89,80,True,False,False,True,False,True,97
22,1,0,2,2,0,5,3,2,2,1,1,0,2,4,4,100,95,99,True,False,True,False,False,True,95
